Dates;Destination;Group;Period;Price;Regio;Status;min_price
['01.05.2020', '12.05.2020'];Jacksonville Florida;fernreisen;2020-05;339;USA East;04/10/2019;10
['01.05.2020', '28.05.2020'];Jacksonville Florida;fernreisen;2020-05;385;USA East;19/10/2019;10
['01.05.2020', '28.05.2020'];Jacksonville Florida;fernreisen;2020-05;384;USA East;20/10/2019;10
['01.05.2020', '28.05.2020'];Pensacola;fernreisen;2020-05;385;USA;19/10/2019;384
['01.05.2020', '28.05.2020'];Pensacola;fernreisen;2020-05;384;USA;20/10/2019;384
['01.06.2020', '05.06.2020'];Venedig;kurzurlaub;2020-06;87;Europe Italy;04/10/2019;87
['01.06.2020', '05.06.2020'];Venedig;kurzurlaub;2020-06;102;Europe Italy;09/10/2019;87
['01.06.2020', '08.06.2020'];Taipei;fernreisen;2020-06;338;Asia;25/01/2020;296
['01.07.2020', '08.07.2020'];Adana;warme-reiseziele;2020-07;214;MENA;08/01/2020;138
['01.07.2020', '08.07.2020'];Adana;warme-reiseziele;2020-07;213;MENA;23/01/2020;138
['01.07.2020', '08.07.2020'];Jacksonville Florida;warme-reiseziele;2020-07;187;USA East;22/10/2019;10
['01.07.2020', '08.07.2020'];Marseille;warme-reiseziele;2020-07;131;Europe France;04/10/2019;130
['01.07.2020', '08.07.2020'];Santorini;warme-reiseziele;2020-07;187;Europe;22/10/2019;187
['01.07.2020', '15.07.2020'];Jacksonville Florida;fernreisen;2020-07;367;USA East;18/10/2019;10
['01.07.2020', '15.07.2020'];Jacksonville Florida;warme-reiseziele;2020-07;368;USA East;20/10/2019;10
['01.07.2020', '15.07.2020'];New York La Guardia;warme-reiseziele;2020-07;368;USA East;20/10/2019;211
['01.07.2020', '15.07.2020'];Newark;fernreisen;2020-07;367;USA East;18/10/2019;231
['01.07.2020', '18.07.2020'];Beijing International;fernreisen;2020-07;414;Asia;20/10/2019;393
['01.07.2020', '18.07.2020'];Jacksonville Florida;fernreisen;2020-07;414;USA East;20/10/2019;10
['01.08.2020', '08.08.2020'];Alicante;sommerferien;2020-08;145;Europe Spain;26/10/2019;101
['01.08.2020', '08.08.2020'];Jacksonville Florida;sommerferien;2020-08;167;USA East;19/10/2019;10
['01.08.2020', '08.08.2020'];Jacksonville Florida;sommerferien;2020-08;168;USA East;26/10/2019;10
['01.08.2020', '08.08.2020'];Trondheim;sommerferien;2020-08;167;Europe;19/10/2019;167
['01.08.2020', '08.08.2020'];Trondheim;sommerferien;2020-08;168;Europe;26/10/2019;167
['01.08.2020', '09.08.2020'];Fort de France;sommerferien;2020-08;660;Karibik;04/10/2019;660
['01.08.2020', '09.08.2020'];Jacksonville Florida;sommerferien;2020-08;660;USA East;04/10/2019;10
['01.08.2020', '09.08.2020'];Jacksonville Florida;sommerferien;2020-08;497;USA East;18/10/2019;10
['01.08.2020', '09.08.2020'];Phoenix;sommerferien;2020-08;497;USA;18/10/2019;336
['01.08.2020', '14.08.2020'];Malta;sommerferien;2020-08;93;Europe;07/12/2019;82
['01.08.2020', '15.08.2020'];Bari;sommerferien;2020-08;123;Europe Italy;04/10/2019;86
['01.08.2020', '15.08.2020'];Bari;sommerferien;2020-08;124;Europe Italy;05/10/2019;86
['01.08.2020', '15.08.2020'];Bari;sommerferien;2020-08;138;Europe Italy;07/10/2019;86
['01.08.2020', '15.08.2020'];Malta;sommerferien;2020-08;88;Europe;22/10/2019;82
['01.08.2020', '15.08.2020'];Malta;sommerferien;2020-08;89;Europe;26/10/2019;82
['01.09.2020', '01.10.2020'];Miami International;fernreisen;2020-09;360;USA East;24/12/2019;253
['01.09.2020', '15.09.2020'];Chania;warme-reiseziele;2020-09;201;Europe;08/12/2019;82
['01.09.2020', '15.09.2020'];Funchal;warme-reiseziele;2020-09;164;Europe Spain;07/10/2019;126
['01.09.2020', '15.09.2020'];Funchal;warme-reiseziele;2020-09;161;Europe Spain;18/10/2019;126
['01.09.2020', '15.09.2020'];Jacksonville Florida;warme-reiseziele;2020-09;164;USA East;07/10/2019;10
['01.09.2020', '15.09.2020'];Jacksonville Florida;warme-reiseziele;2020-09;161;USA East;18/10/2019;10
['01.10.2020', '11.10.2020'];Funchal;warme-reiseziele;2020-10;130;Europe Spain;23/01/2020;124
['01.11.2019', '08.11.2019'];Ibiza;last-minute;2019-11;84;Europe Spain;18/10/2019;84
['01.11.2019', '11.11.2019'];Jacksonville Florida;last-minute;2019-11;363;USA East;18/10/2019;10
['01.11.2019', '11.11.2019'];Jeddah;last-minute;2019-11;363;MENA;18/10/2019;280
['01.11.2019', '23.11.2019'];Boa Vista Kap Verde;last-minute;2019-11;372;Karibik;18/10/2019;217
['01.11.2019', '23.11.2019'];Jacksonville Florida;last-minute;2019-11;372;USA East;18/10/2019;10
['01.11.2019', '30.11.2019'];Jacksonville Florida;warme-reiseziele;2019-11;339;USA East;09/10/2019;10
['01.11.2019', '30.11.2019'];Jacksonville Florida;last-minute;2019-11;280;USA East;18/10/2019;10
['01.11.2019', '30.11.2019'];Jeddah;warme-reiseziele;2019-11;339;MENA;09/10/2019;280
['01.12.2019', '06.12.2019'];Lissabon;kurzurlaub;2019-12;24;Europe Spain;26/10/2019;10
['01.12.2019', '08.12.2019'];Hanoi;fernreisen;2019-12;393;Asia;22/10/2019;390
['01.12.2019', '08.12.2019'];Hanoi;fernreisen;2019-12;392;Asia;26/10/2019;390
['01.12.2019', '08.12.2019'];Hongkong;fernreisen;2019-12;340;Asia;22/10/2019;338
['01.12.2019', '08.12.2019'];Jacksonville Florida;fernreisen;2019-12;411;USA East;20/10/2019;10
['01.12.2019', '08.12.2019'];Jacksonville Florida;fernreisen;2019-12;340;USA East;22/10/2019;10
['01.12.2019', '08.12.2019'];Jacksonville Florida;fernreisen;2019-12;392;USA East;26/10/2019;10
['01.12.2019', '08.12.2019'];Kiew;staedtereisen;2019-12;77;Europe;07/10/2019;68
['01.12.2019', '08.12.2019'];Kiew;staedtereisen;2019-12;78;Europe;09/10/2019;68
['01.12.2019', '08.12.2019'];Lissabon;staedtereisen;2019-12;51;Europe Spain;07/10/2019;10
['01.12.2019', '08.12.2019'];Lissabon;staedtereisen;2019-12;48;Europe Spain;09/10/2019;10
['01.12.2019', '08.12.2019'];Osaka;fernreisen;2019-12;411;Japan;20/10/2019;395
['01.12.2019', '08.12.2019'];Osaka;fernreisen;2019-12;403;Japan;26/10/2019;395
['01.12.2019', '11.12.2019'];Jacksonville Florida;fernreisen;2019-12;364;USA East;26/10/2019;10
['01.12.2019', '11.12.2019'];Seoul Incheon;fernreisen;2019-12;364;Asia;26/10/2019;364
['01.12.2019', '14.12.2019'];Jacksonville Florida;fernreisen;2019-12;377;USA East;06/10/2019;10
['01.12.2019', '14.12.2019'];Tokio Narita;fernreisen;2019-12;377;Japan;06/10/2019;364
['01.12.2019', '21.12.2019'];Bangkok;fernreisen;2019-12;373;Asia;19/10/2019;371
['01.12.2019', '21.12.2019'];Jacksonville Florida;fernreisen;2019-12;373;USA East;19/10/2019;10
['02.01.2020', '05.01.2020'];Rijeka;last-minute;2020-01;123;Europe;24/12/2019;104
['02.02.2020', '07.02.2020'];Lissabon;staedtereisen;2020-02;57;Europe Spain;07/12/2019;10
['02.02.2020', '07.02.2020'];Lissabon;staedtereisen;2020-02;21;Europe Spain;08/01/2020;10
['02.02.2020', '07.02.2020'];Lissabon;kurzurlaub;2020-02;46;Europe Spain;08/12/2019;10
['02.02.2020', '07.02.2020'];Lissabon;staedtereisen;2020-02;48;Europe Spain;24/12/2019;10
['02.02.2020', '08.02.2020'];Marsa Alam;last-minute;2020-02;160;MENA;23/01/2020;140
['02.02.2020', '08.02.2020'];Marsa Alam;last-minute;2020-02;130;MENA;25/01/2020;98
['02.02.2020', '08.02.2020'];Marsa Alam;last-minute;2020-02;176;MENA;28/01/2020;98
['02.02.2020', '09.02.2020'];Faro;last-minute;2020-02;38;Europe Spain;23/01/2020;38
['02.02.2020', '09.02.2020'];Hurghada;last-minute;2020-02;134;MENA;23/01/2020;90
['02.02.2020', '09.02.2020'];Hurghada;last-minute;2020-02;144;MENA;25/01/2020;90
['02.02.2020', '09.02.2020'];Palermo;last-minute;2020-02;30;Europe Italy;25/01/2020;27
['02.02.2020', '14.02.2020'];Lissabon;staedtereisen;2020-02;44;Europe Spain;08/12/2019;10
['02.02.2020', '14.02.2020'];Lissabon;last-minute;2020-02;84;Europe Spain;25/01/2020;10
['02.02.2020', '14.02.2020'];Lissabon;last-minute;2020-02;94;Europe Spain;28/01/2020;10
['02.02.2020', '16.02.2020'];Jacksonville Florida;fernreisen;2020-02;361;USA East;26/10/2019;10
['02.02.2020', '16.02.2020'];Montreal Pierre Elliott Trudeau;fernreisen;2020-02;361;Canada;26/10/2019;335
['02.03.2020', '08.03.2020'];Boston;fernreisen;2020-03;255;USA East;28/01/2020;255
['02.03.2020', '09.03.2020'];Jacksonville Florida;fernreisen;2020-03;248;USA East;26/10/2019;10
['02.03.2020', '09.03.2020'];Newark;fernreisen;2020-03;206;USA East;23/01/2020;205
['02.03.2020', '09.03.2020'];Newark;fernreisen;2020-03;248;USA East;26/10/2019;231
['02.03.2020', '12.03.2020'];Jacksonville Florida;fernreisen;2020-03;296;USA East;06/10/2019;10
['02.03.2020', '12.03.2020'];Taipei;fernreisen;2020-03;296;Asia;06/10/2019;296
['02.03.2020', '22.03.2020'];Jacksonville Florida;fernreisen;2020-03;388;USA East;26/10/2019;10
['02.03.2020', '22.03.2020'];Kuala Lumpur;fernreisen;2020-03;388;Asia;26/10/2019;386
['02.04.2020', '07.04.2020'];San Francisco;fernreisen;2020-04;350;USA West;07/12/2019;289
['02.05.2020', '06.05.2020'];Rom Fiumicino;kurzurlaub;2020-05;86;Europe Italy;25/01/2020;74
['02.05.2020', '09.05.2020'];Amman;warme-reiseziele;2020-05;59;MENA;23/01/2020;32
['02.05.2020', '09.05.2020'];Amman;warme-reiseziele;2020-05;59;MENA;28/01/2020;25
['02.05.2020', '09.05.2020'];Porto;staedtereisen;2020-05;55;Europe Spain;24/12/2019;20
['02.05.2020', '09.05.2020'];Rhodos;warme-reiseziele;2020-05;198;Europe;24/12/2019;198
['02.05.2020', '12.05.2020'];Rhodos;warme-reiseziele;2020-05;163;Europe;28/01/2020;145
['02.06.2020', '11.06.2020'];Edinburgh;staedtereisen;2020-06;78;Europe;09/10/2019;30
['02.07.2020', '05.07.2020'];Kreta Heraklion;warme-reiseziele;2020-07;206;Europe;24/12/2019;118
['02.07.2020', '09.07.2020'];Lyon;warme-reiseziele;2020-07;119;Europe France;26/10/2019;119
['02.07.2020', '10.07.2020'];Jacksonville Florida;warme-reiseziele;2020-07;181;USA East;04/12/2019;10
['02.08.2020', '09.08.2020'];Lissabon;sommerferien;2020-08;225;Europe Spain;24/01/2020;10
['02.08.2020', '09.08.2020'];Lissabon;sommerferien;2020-08;225;Europe Spain;28/01/2020;10
['02.08.2020', '12.08.2020'];Chania;warme-reiseziele;2020-08;168;Europe;23/01/2020;51
['02.08.2020', '16.08.2020'];Tivat;sommerferien;2020-08;195;Europe;23/01/2020;168
['02.09.2020', '09.09.2020'];Athen;warme-reiseziele;2020-09;125;Europe;28/01/2020;56
['02.09.2020', '16.09.2020'];Chania;warme-reiseziele;2020-09;102;Europe;18/10/2019;82
['02.09.2020', '16.09.2020'];Chania;warme-reiseziele;2020-09;101;Europe;19/10/2019;82
['02.09.2020', '16.09.2020'];Funchal;warme-reiseziele;2020-09;162;Europe Spain;06/10/2019;126
['02.09.2020', '16.09.2020'];Funchal;warme-reiseziele;2020-09;161;Europe Spain;19/10/2019;126
['02.09.2020', '16.09.2020'];Funchal;warme-reiseziele;2020-09;163;Europe Spain;26/10/2019;126
['02.09.2020', '16.09.2020'];Jacksonville Florida;warme-reiseziele;2020-09;162;USA East;06/10/2019;10
['02.09.2020', '16.09.2020'];Jacksonville Florida;warme-reiseziele;2020-09;161;USA East;19/10/2019;10
['02.09.2020', '16.09.2020'];Jacksonville Florida;warme-reiseziele;2020-09;163;USA East;26/10/2019;10
['02.11.2019', '05.11.2019'];Dublin;kurzurlaub;2019-11;66;Europe;18/10/2019;36
['02.11.2019', '09.11.2019'];Austin;fernreisen;2019-11;384;USA;18/10/2019;338
['02.11.2019', '09.11.2019'];Jacksonville Florida;fernreisen;2019-11;384;USA East;18/10/2019;10
['02.11.2019', '16.11.2019'];Fort Lauderdale;fernreisen;2019-11;308;USA;18/10/2019;308
['02.11.2019', '16.11.2019'];Jacksonville Florida;fernreisen;2019-11;308;USA East;18/10/2019;10
['02.11.2019', '16.11.2019'];Jacksonville Florida;last-minute;2019-11;583;USA East;20/10/2019;10
['02.11.2019', '16.11.2019'];Puerto Plata;last-minute;2019-11;583;Karibik;20/10/2019;583
['02.11.2019', '20.11.2019'];Jacksonville Florida;last-minute;2019-11;342;USA East;26/10/2019;10
['02.11.2019', '20.11.2019'];Jeddah;last-minute;2019-11;342;MENA;26/10/2019;280
['02.11.2020', '23.11.2020'];Tampa;fernreisen;2020-11;271;USA East;23/01/2020;242
['02.12.2019', '09.12.2019'];Jacksonville Florida;fernreisen;2019-12;365;USA East;04/10/2019;10
['02.12.2019', '09.12.2019'];Jacksonville Florida;fernreisen;2019-12;366;USA East;20/10/2019;10
['02.12.2019', '09.12.2019'];Malaga;staedtereisen;2019-12;48;Europe Spain;26/10/2019;48
['02.12.2019', '09.12.2019'];Seoul Incheon;fernreisen;2019-12;365;Asia;04/10/2019;364
['02.12.2019', '09.12.2019'];Seoul Incheon;fernreisen;2019-12;366;Asia;20/10/2019;364
['02.12.2019', '13.12.2019'];Jacksonville Florida;fernreisen;2019-12;365;USA East;05/10/2019;10
['02.12.2019', '13.12.2019'];Seoul Incheon;fernreisen;2019-12;365;Asia;05/10/2019;364
['02.12.2019', '14.12.2019'];Jacksonville Florida;fernreisen;2019-12;304;USA East;26/10/2019;10
['02.12.2019', '14.12.2019'];Taipei Songshan;fernreisen;2019-12;304;Asia;26/10/2019;304
['02.12.2019', '15.12.2019'];Jacksonville Florida;fernreisen;2019-12;389;USA East;18/10/2019;10
['02.12.2019', '15.12.2019'];Jacksonville Florida;fernreisen;2019-12;296;USA East;20/10/2019;10
['02.12.2019', '15.12.2019'];Kuala Lumpur;fernreisen;2019-12;389;Asia;18/10/2019;386
['02.12.2019', '15.12.2019'];Taipei;fernreisen;2019-12;296;Asia;20/10/2019;296
['02.12.2019', '23.12.2019'];Jacksonville Florida;fernreisen;2019-12;397;USA East;20/10/2019;10
['02.12.2019', '23.12.2019'];Johannesburg;fernreisen;2019-12;397;Africa;20/10/2019;378
['03.02.2020', '12.02.2020'];Jacksonville Florida;fernreisen;2020-02;211;USA East;04/12/2019;10
['03.02.2020', '12.02.2020'];New York La Guardia;fernreisen;2020-02;211;USA East;04/12/2019;211
['03.02.2020', '16.02.2020'];Jacksonville Florida;fernreisen;2020-02;296;USA East;07/10/2019;10
['03.02.2020', '16.02.2020'];Taipei;fernreisen;2020-02;296;Asia;07/10/2019;296
['03.02.2020', '19.02.2020'];Jacksonville Florida;fernreisen;2020-02;283;USA East;05/10/2019;10
['03.02.2020', '19.02.2020'];Toronto;fernreisen;2020-02;283;Canada;05/10/2019;283
['03.03.2020', '09.03.2020'];New York La Guardia;fernreisen;2020-03;223;USA East;23/01/2020;211
['03.03.2020', '10.03.2020'];Austin;fernreisen;2020-03;338;USA;04/10/2019;338
['03.03.2020', '10.03.2020'];Cancun;fernreisen;2020-03;343;Karibik;24/01/2020;343
['03.03.2020', '10.03.2020'];Jacksonville Florida;fernreisen;2020-03;338;USA East;04/10/2019;10
['03.03.2020', '10.03.2020'];Jacksonville Florida;fernreisen;2020-03;303;USA East;18/10/2019;10
['03.03.2020', '10.03.2020'];New York La Guardia;fernreisen;2020-03;217;USA East;08/01/2020;211
['03.03.2020', '10.03.2020'];Newark;fernreisen;2020-03;206;USA East;25/01/2020;205
['03.03.2020', '12.03.2020'];New York;fernreisen;2020-03;242;USA East;24/12/2019;223
['03.03.2020', '16.03.2020'];Jacksonville Florida;fernreisen;2020-03;397;USA East;26/10/2019;10
['03.03.2020', '16.03.2020'];Sansibar;fernreisen;2020-03;397;Africa;26/10/2019;397
['03.03.2020', '16.03.2020'];Seoul;fernreisen;2020-03;388;Asia;08/12/2019;388
['03.03.2020', '17.03.2020'];Cancun;fernreisen;2020-03;343;Karibik;28/01/2020;343
['03.03.2020', '17.03.2020'];Jacksonville Florida;fernreisen;2020-03;280;USA East;04/10/2019;10
['03.03.2020', '17.03.2020'];Manila;fernreisen;2020-03;372;Asia;08/12/2019;370
['03.03.2020', '24.03.2020'];Dallas;fernreisen;2020-03;326;USA;09/10/2019;324
['03.03.2020', '24.03.2020'];Jacksonville Florida;fernreisen;2020-03;326;USA East;09/10/2019;10
['03.06.2020', '09.06.2020'];Jacksonville Florida;warme-reiseziele;2020-06;246;USA East;04/12/2019;10
['03.06.2020', '09.06.2020'];New York La Guardia;warme-reiseziele;2020-06;246;USA East;04/12/2019;211
['03.06.2020', '10.06.2020'];Rom Fiumicino;warme-reiseziele;2020-06;81;Europe Italy;08/12/2019;74
['03.07.2020', '10.07.2020'];Jacksonville Florida;warme-reiseziele;2020-07;174;USA East;04/10/2019;10
['03.07.2020', '10.07.2020'];Jacksonville Florida;warme-reiseziele;2020-07;173;USA East;06/10/2019;10
['03.07.2020', '10.07.2020'];Jacksonville Florida;warme-reiseziele;2020-07;265;USA East;06/12/2019;10
['03.07.2020', '10.07.2020'];Jacksonville Florida;warme-reiseziele;2020-07;172;USA East;07/10/2019;10
['03.07.2020', '10.07.2020'];Jacksonville Florida;warme-reiseziele;2020-07;170;USA East;18/10/2019;10
['03.07.2020', '10.07.2020'];Jacksonville Florida;warme-reiseziele;2020-07;171;USA East;19/10/2019;10
['03.07.2020', '10.07.2020'];Ponta Delgada;warme-reiseziele;2020-07;174;Europe;04/10/2019;170
['03.07.2020', '10.07.2020'];Ponta Delgada;warme-reiseziele;2020-07;173;Europe;06/10/2019;170
['03.07.2020', '10.07.2020'];Ponta Delgada;warme-reiseziele;2020-07;172;Europe;07/10/2019;170
['03.07.2020', '10.07.2020'];Ponta Delgada;warme-reiseziele;2020-07;170;Europe;18/10/2019;170
['03.07.2020', '10.07.2020'];Ponta Delgada;warme-reiseziele;2020-07;171;Europe;19/10/2019;170
['03.07.2020', '10.07.2020'];Sharm El Sheikh;warme-reiseziele;2020-07;265;MENA;07/12/2019;265
['03.07.2020', '17.07.2020'];Jacksonville Florida;warme-reiseziele;2020-07;181;USA East;06/12/2019;10
['03.07.2020', '17.07.2020'];Ponta Delgada;warme-reiseziele;2020-07;181;Europe;07/12/2019;170
['03.07.2020', '17.07.2020'];Ponta Delgada;warme-reiseziele;2020-07;200;Europe;24/12/2019;170
['03.08.2020', '10.08.2020'];Jacksonville Florida;sommerferien;2020-08;151;USA East;04/12/2019;10
['03.08.2020', '10.08.2020'];Nizza;sommerferien;2020-08;112;Europe France;22/10/2019;112
['03.08.2020', '10.08.2020'];Sevilla;sommerferien;2020-08;104;Europe Spain;07/12/2019;57
['03.08.2020', '10.08.2020'];Sevilla;sommerferien;2020-08;104;Europe Spain;08/12/2019;57
['03.08.2020', '14.08.2020'];Mailand Malpensa;warme-reiseziele;2020-08;55;Europe Italy;24/12/2019;45
['03.08.2020', '17.08.2020'];Jacksonville Florida;sommerferien;2020-08;594;USA East;22/10/2019;10
['03.08.2020', '17.08.2020'];Jacksonville Florida;sommerferien;2020-08;597;USA East;26/10/2019;10
['03.08.2020', '17.08.2020'];Maputo;sommerferien;2020-08;594;Africa;22/10/2019;594
['03.08.2020', '17.08.2020'];Maputo;sommerferien;2020-08;597;Africa;26/10/2019;594
['03.08.2020', '23.08.2020'];Jacksonville Florida;sommerferien;2020-08;449;USA East;06/10/2019;10
['03.08.2020', '23.08.2020'];Las Vegas;sommerferien;2020-08;449;USA West;06/10/2019;249
['03.09.2020', '10.09.2020'];Tivat;warme-reiseziele;2020-09;169;Europe;28/01/2020;168
['03.09.2020', '17.09.2020'];Funchal;warme-reiseziele;2020-09;162;Europe Spain;05/10/2019;126
['03.09.2020', '17.09.2020'];Jacksonville Florida;warme-reiseziele;2020-09;162;USA East;05/10/2019;10
['03.11.2019', '13.11.2019'];Kreta Heraklion;last-minute;2019-11;118;Europe;26/10/2019;118
['03.11.2019', '17.11.2019'];Bangkok Don Mueang;last-minute;2019-11;586;Asia;20/10/2019;564
['03.11.2019', '17.11.2019'];Jacksonville Florida;last-minute;2019-11;586;USA East;20/10/2019;10
['03.12.2019', '05.12.2019'];Kiew;kurzurlaub;2019-12;83;Europe;19/10/2019;68
['03.12.2019', '07.12.2019'];Amman;kurzurlaub;2019-12;32;MENA;19/10/2019;32
['03.12.2019', '07.12.2019'];Amman;kurzurlaub;2019-12;36;MENA;26/10/2019;32
['03.12.2019', '07.12.2019'];Kiew;kurzurlaub;2019-12;68;Europe;20/10/2019;68
['03.12.2019', '07.12.2019'];Kiew;kurzurlaub;2019-12;69;Europe;22/10/2019;68
['03.12.2019', '10.12.2019'];Jacksonville Florida;fernreisen;2019-12;376;USA East;18/10/2019;10
['03.12.2019', '10.12.2019'];Jacksonville Florida;fernreisen;2019-12;377;USA East;19/10/2019;10
['03.12.2019', '10.12.2019'];Tokio Narita;fernreisen;2019-12;376;Japan;18/10/2019;364
['03.12.2019', '10.12.2019'];Tokio Narita;fernreisen;2019-12;377;Japan;19/10/2019;364
['03.12.2019', '12.12.2019'];Hongkong;fernreisen;2019-12;340;Asia;19/10/2019;338
['03.12.2019', '12.12.2019'];Jacksonville Florida;fernreisen;2019-12;340;USA East;19/10/2019;10
['03.12.2019', '17.12.2019'];Jacksonville Florida;fernreisen;2019-12;377;USA East;07/10/2019;10
['03.12.2019', '17.12.2019'];Manila;fernreisen;2019-12;377;Asia;07/10/2019;370
['03.12.2019', '23.12.2019'];Jacksonville Florida;fernreisen;2019-12;395;USA East;18/10/2019;10
['03.12.2019', '23.12.2019'];Phnom Penh;fernreisen;2019-12;395;Asia;18/10/2019;393
['03.12.2019', '26.12.2019'];Jacksonville Florida;fernreisen;2019-12;374;USA East;26/10/2019;10
['03.12.2019', '26.12.2019'];Singapur;fernreisen;2019-12;374;Asia;26/10/2019;374
['04.02.2020', '05.03.2020'];Hanoi;fernreisen;2020-02;392;Asia;19/10/2019;390
['04.02.2020', '05.03.2020'];Jacksonville Florida;fernreisen;2020-02;392;USA East;19/10/2019;10
['04.02.2020', '08.02.2020'];Amman;kurzurlaub;2020-02;32;MENA;24/12/2019;32
['04.02.2020', '11.02.2020'];Amman;last-minute;2020-02;54;MENA;23/01/2020;32
['04.02.2020', '11.02.2020'];Amman;last-minute;2020-02;40;MENA;24/01/2020;32
['04.02.2020', '11.02.2020'];Amman;last-minute;2020-02;25;MENA;25/01/2020;25
['04.02.2020', '11.02.2020'];Fuerteventura;last-minute;2020-02;101;;28/01/2020;101
['04.02.2020', '13.02.2020'];Abu Dhabi;last-minute;2020-02;280;MENA;25/01/2020;277
['04.02.2020', '18.02.2020'];Jacksonville Florida;fernreisen;2020-02;377;USA East;06/10/2019;10
['04.02.2020', '18.02.2020'];Jacksonville Florida;fernreisen;2020-02;303;USA East;20/10/2019;10
['04.02.2020', '18.02.2020'];Manila;fernreisen;2020-02;377;Asia;06/10/2019;370
['04.02.2020', '18.02.2020'];Ottawa;fernreisen;2020-02;359;Canada;24/12/2019;359
['04.02.2020', '18.02.2020'];Toronto;fernreisen;2020-02;303;Canada;20/10/2019;283
['04.02.2020', '20.02.2020'];Hanoi;last-minute;2020-02;258;Asia;28/01/2020;255
['04.02.2020', '25.02.2020'];Jacksonville Florida;fernreisen;2020-02;407;USA East;26/10/2019;10
['04.02.2020', '25.02.2020'];Saigon;fernreisen;2020-02;407;Asia;26/10/2019;405
['04.03.2020', '16.03.2020'];Jacksonville Florida;fernreisen;2020-03;389;USA East;06/12/2019;10
['04.03.2020', '16.03.2020'];Seoul;fernreisen;2020-03;389;Asia;07/12/2019;388
['04.03.2020', '17.03.2020'];Jacksonville Florida;fernreisen;2020-03;365;USA East;07/10/2019;10
['04.03.2020', '17.03.2020'];Seoul Incheon;fernreisen;2020-03;365;Asia;07/10/2019;364
['04.03.2020', '18.03.2020'];Cancun;fernreisen;2020-03;343;Karibik;25/01/2020;343
['04.03.2020', '18.03.2020'];Jacksonville Florida;fernreisen;2020-03;395;USA East;20/10/2019;10
['04.03.2020', '18.03.2020'];Phnom Penh;fernreisen;2020-03;395;Asia;20/10/2019;393
['04.03.2020', '22.03.2020'];Jacksonville Florida;fernreisen;2020-03;387;USA East;06/12/2019;10
['04.03.2020', '22.03.2020'];Mombasa;fernreisen;2020-03;352;Africa;08/01/2020;352
['04.03.2020', '25.03.2020'];Houston;fernreisen;2020-03;328;USA;07/10/2019;328
['04.03.2020', '25.03.2020'];Jacksonville Florida;fernreisen;2020-03;328;USA East;07/10/2019;10
['04.03.2020', '25.03.2020'];Porto Alegre;fernreisen;2020-03;366;;28/01/2020;366
['04.05.2020', '09.05.2020'];Malta;kurzurlaub;2020-05;85;Europe;04/10/2019;82
['04.07.2020', '11.07.2020'];Valencia;warme-reiseziele;2020-07;95;Europe Spain;22/10/2019;86
['04.08.2020', '18.08.2020'];Jacksonville Florida;sommerferien;2020-08;449;USA East;18/10/2019;10
['04.08.2020', '18.08.2020'];Jacksonville Florida;sommerferien;2020-08;448;USA East;19/10/2019;10
